Land,Jahr,Wahltag,Wahlbeteiligung,Partei,Anteil
Berlin,1990,1990-12-02,80.8,AfD,NA
Berlin,1995,1995-10-22,68.6,AfD,NA
Berlin,1999,1999-10-10,65.5,AfD,NA
Berlin,2001,2001-10-21,68.1,AfD,NA
Berlin,2006,2006-09-17,58,AfD,NA
Berlin,2011,2011-09-18,60.2,AfD,NA
Berlin,2016,2016-09-18,66.9,AfD,14.2
Nordrhein-Westfalen,1947,1947-04-20,67.3,AfD,NA
Nordrhein-Westfalen,1950,1950-06-18,72.3,AfD,NA
Nordrhein-Westfalen,1954,1954-06-27,72.6,AfD,NA
Nordrhein-Westfalen,1958,1958-07-06,76.6,AfD,NA
Nordrhein-Westfalen,1962,1962-07-08,73.4,AfD,NA
Nordrhein-Westfalen,1966,1966-07-10,76.5,AfD,NA
Nordrhein-Westfalen,1970,1970-06-14,73.5,AfD,NA
Nordrhein-Westfalen,1975,1975-05-04,86.1,AfD,NA
Nordrhein-Westfalen,1980,1980-05-11,80,AfD,NA
Nordrhein-Westfalen,1985,1985-05-12,75.2,AfD,NA
Nordrhein-Westfalen,1990,1990-05-13,71.8,AfD,NA
Nordrhein-Westfalen,1995,1995-05-14,64,AfD,NA
Nordrhein-Westfalen,2000,2000-05-14,56.7,AfD,NA
Nordrhein-Westfalen,2005,2005-05-22,63,AfD,NA
Nordrhein-Westfalen,2010,2010-05-09,59.3,AfD,NA
Nordrhein-Westfalen,2012,2012-05-13,59.6,AfD,NA
Nordrhein-Westfalen,2017,2017-05-14,65.2,AfD,7.4
Sachsen,1990,1990-10-14,72.8,AfD,NA
Sachsen,1994,1994-09-11,58.4,AfD,NA
Sachsen,1999,1999-09-19,61.1,AfD,NA
Sachsen,2004,2004-09-19,59.6,AfD,NA
Sachsen,2009,2009-08-30,52.2,AfD,NA
Sachsen,2014,2014-08-31,49.1,AfD,9.7
Sachsen,2019,2019-09-01,66.6,AfD,27.5
Hessen,1946,1946-12-01,73.2,AfD,NA
Hessen,1950,1950-11-19,64.9,AfD,NA
Hessen,1954,1954-11-28,82.4,AfD,NA
Hessen,1958,1958-11-23,82.3,AfD,NA
Hessen,1962,1962-11-11,77.7,AfD,NA
Hessen,1966,1966-11-06,81,AfD,NA
Hessen,1970,1970-11-08,82.8,AfD,NA
Hessen,1974,1974-10-27,84.8,AfD,NA
Hessen,1978,1978-10-08,87.7,AfD,NA
Hessen,1982,1982-09-26,86.4,AfD,NA
Hessen,1983,1983-09-25,83.5,AfD,NA
Hessen,1987,1987-04-05,80.3,AfD,NA
Hessen,1991,1991-01-20,70.8,AfD,NA
Hessen,1995,1995-02-19,66.3,AfD,NA
Hessen,1999,1999-02-07,66.4,AfD,NA
Hessen,2003,2003-02-02,64.6,AfD,NA
Hessen,2008,2008-01-27,64.3,AfD,NA
Hessen,2009,2009-01-18,61,AfD,NA
Hessen,2013,2013-09-22,73.2,AfD,9.1
Hessen,2018,2018-10-28,67.3,AfD,13.1
Thüringen,1990,1990-10-14,71.7,AfD,NA
Thüringen,1994,1994-10-16,74.8,AfD,NA
Thüringen,1999,1999-09-12,59.9,AfD,NA
Thüringen,2004,2004-06-13,53.8,AfD,NA
Thüringen,2009,2009-08-30,56.2,AfD,NA
Thüringen,2014,2014-09-14,52.7,AfD,10.6
Thüringen,2019,2019-10-27,64.9,AfD,23.4
Rheinland-Pfalz,1947,1947-05-18,77.9,AfD,NA
Rheinland-Pfalz,1951,1951-04-29,74.8,AfD,NA
Rheinland-Pfalz,1955,1955-05-15,76,AfD,NA
Rheinland-Pfalz,1959,1959-04-19,77.2,AfD,NA
Rheinland-Pfalz,1963,1963-03-31,75.5,AfD,NA
Rheinland-Pfalz,1967,1967-04-23,78.5,AfD,NA
Rheinland-Pfalz,1971,1971-03-21,79.4,AfD,NA
Rheinland-Pfalz,1975,1975-03-09,80.8,AfD,NA
Rheinland-Pfalz,1979,1979-03-18,81.4,AfD,NA
Rheinland-Pfalz,1983,1983-03-06,90.4,AfD,NA
Rheinland-Pfalz,1987,1987-05-17,77,AfD,NA
Rheinland-Pfalz,1991,1991-04-21,73.9,AfD,NA
Rheinland-Pfalz,1996,1996-03-24,70.8,AfD,NA
Rheinland-Pfalz,2001,2001-03-25,62.1,AfD,NA
Rheinland-Pfalz,2006,2006-03-26,58.2,AfD,NA
Rheinland-Pfalz,2011,2011-03-27,61.8,AfD,NA
Rheinland-Pfalz,2016,2016-03-13,70.4,AfD,12.6
Bayern,1946,1946-12-01,75.7,AfD,NA
Bayern,1950,1950-11-26,79.9,AfD,NA
Bayern,1954,1954-11-28,82.4,AfD,NA
Bayern,1958,1958-11-23,76.6,AfD,NA
Bayern,1962,1962-11-25,76.5,AfD,NA
Bayern,1966,1966-11-20,80.6,AfD,NA
Bayern,1970,1970-11-20,79.5,AfD,NA
Bayern,1974,1974-10-27,77.7,AfD,NA
Bayern,1978,1978-10-15,76.6,AfD,NA
Bayern,1982,1982-10-10,78,AfD,NA
Bayern,1986,1986-10-12,70.1,AfD,NA
Bayern,1990,1990-10-14,65.9,AfD,NA
Bayern,1994,1994-09-25,67.8,AfD,NA
Bayern,1998,1998-09-13,69.8,AfD,NA
Bayern,2003,2003-09-21,57.1,AfD,NA
Bayern,2008,2008-09-28,57.9,AfD,NA
Bayern,2013,2013-09-15,63.6,AfD,NA
Bayern,2018,2018-10-14,72.4,AfD,10.2
Baden-Württemberg,1952,1952-03-09,63.7,AfD,NA
Baden-Württemberg,1956,1956-03-04,70.3,AfD,NA
Baden-Württemberg,1960,1960-05-15,59,AfD,NA
Baden-Württemberg,1964,1964-04-26,67.7,AfD,NA
Baden-Württemberg,1968,1968-04-28,70.7,AfD,NA
Baden-Württemberg,1972,1972-04-23,80,AfD,NA
Baden-Württemberg,1976,1976-04-04,75.5,AfD,NA
Baden-Württemberg,1980,1980-03-16,72,AfD,NA
Baden-Württemberg,1984,1984-03-25,71.2,AfD,NA
Baden-Württemberg,1988,1988-03-20,71.8,AfD,NA
Baden-Württemberg,1992,1992-04-05,70.1,AfD,NA
Baden-Württemberg,1996,1996-03-24,67.6,AfD,NA
Baden-Württemberg,2001,2001-03-25,62.6,AfD,NA
Baden-Württemberg,2006,2006-03-26,53.4,AfD,NA
Baden-Württemberg,2011,2011-03-27,66.3,AfD,NA
Baden-Württemberg,2016,2016-03-13,70.4,AfD,15.1
Saarland,1955,1955-12-18,90.3,AfD,NA
Saarland,1960,1960-12-04,79.1,AfD,NA
Saarland,1965,1965-06-27,81.8,AfD,NA
Saarland,1970,1970-06-14,83.1,AfD,NA
Saarland,1975,1975-05-04,88.8,AfD,NA
Saarland,1980,1980-04-27,85,AfD,NA
Saarland,1985,1985-03-10,85,AfD,NA
Saarland,1990,1990-01-28,83.2,AfD,NA
Saarland,1994,1994-10-16,83.5,AfD,NA
Saarland,1999,1999-09-05,68.7,AfD,NA
Saarland,2004,2004-09-05,55.5,AfD,NA
Saarland,2009,2009-08-30,67.6,AfD,NA
Saarland,2012,2012-03-25,61.6,AfD,NA
Saarland,2017,2017-03-26,69.7,AfD,6.2
Bund,1949,1949-08-14,78.5,AfD,NA
Bund,1953,1953-09-06,86,AfD,NA
Bund,1957,1957-09-15,87.8,AfD,NA
Bund,1961,1961-09-17,87.7,AfD,NA
Bund,1965,1965-09-19,86.8,AfD,NA
Bund,1969,1969-09-28,86.7,AfD,NA
Bund,1972,1972-11-19,91.1,AfD,NA
Bund,1976,1976-10-03,90.7,AfD,NA
Bund,1980,1980-10-05,88.6,AfD,NA
Bund,1983,1983-03-06,89.1,AfD,NA
Bund,1987,1987-01-25,84.3,AfD,NA
Bund,1990,1990-12-02,77.8,AfD,NA
Bund,1994,1994-10-16,79,AfD,NA
Bund,1998,1998-09-27,82.2,AfD,NA
Bund,2002,2002-09-22,79.1,AfD,NA
Bund,2005,2005-09-18,77.7,AfD,NA
Bund,2009,2009-09-27,70.8,AfD,NA
Bund,2013,2013-09-22,71.5,AfD,4.7
Bund,2017,2017-09-24,76.2,AfD,12.6
Europa,1979,1979-06-10,66,AfD,NA
Europa,1984,1984-06-17,57,AfD,NA
Europa,1989,1989-06-18,62,AfD,NA
Europa,1994,1994-06-12,60,AfD,NA
Europa,1999,1999-06-13,45.2,AfD,NA
Europa,2004,2004-06-13,43,AfD,NA
Europa,2009,2009-06-07,43.3,AfD,NA
Europa,2014,2014-05-25,48,AfD,7.1
Europa,2019,2019-05-26,61.4,AfD,11
Schleswig-Holstein,1947,1947-02-20,69.8,Sonstige,17.1
Schleswig-Holstein,1950,1950-07-09,78.2,Sonstige,45.6
Schleswig-Holstein,1954,1954-09-12,78.6,Sonstige,27.1
Schleswig-Holstein,1958,1958-11-28,78.7,Sonstige,14.3
Schleswig-Holstein,1962,1962-11-23,70.1,Sonstige,7.9
Schleswig-Holstein,1967,1967-04-23,74.1,Sonstige,8.7
Schleswig-Holstein,1971,1971-04-25,79.2,Sonstige,3.3
Schleswig-Holstein,1975,1975-04-13,82.3,Sonstige,2.4
Schleswig-Holstein,1979,1979-04-29,83.3,Sonstige,1.9
Schleswig-Holstein,1983,1983-03-13,84.8,Sonstige,1.5
Schleswig-Holstein,1987,1987-09-13,76.6,Sonstige,3.1
Schleswig-Holstein,1988,1988-05-08,77.4,Sonstige,4.6
Schleswig-Holstein,1992,1992-04-05,71.7,Sonstige,9.4
Schleswig-Holstein,1996,1996-03-24,71.8,Sonstige,9.2
Schleswig-Holstein,2000,2000-02-27,69.5,Sonstige,6.5
Schleswig-Holstein,2005,2005-02-20,66.5,Sonstige,7.5
Schleswig-Holstein,2009,2009-09-27,73.5,Sonstige,9.8
Schleswig-Holstein,2012,2012-05-06,60.2,Sonstige,15.1
Schleswig-Holstein,2017,2017-05-07,64.2,Sonstige,12.5
Mecklenburg-Vorpommern,1990,1990-10-14,64.7,Sonstige,7.1
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,Sonstige,2.6
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,Sonstige,6.8
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,Sonstige,4.3
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,Sonstige,11.2
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,Sonstige,11.5
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,Sonstige,29.4
Hamburg,1946,1946-10-13,79,Sonstige,12
Hamburg,1949,1949-10-16,70.5,Sonstige,22.7
Hamburg,1953,1953-11-01,80.9,Sonstige,4.8
Hamburg,1957,1957-11-10,77.3,Sonstige,5.3
Hamburg,1961,1961-11-12,72.3,Sonstige,3.9
Hamburg,1966,1966-03-27,69.8,Sonstige,4.2
Hamburg,1970,1970-03-22,73.4,Sonstige,4.8
Hamburg,1974,1974-03-03,80.4,Sonstige,3.5
Hamburg,1978,1978-06-04,76.6,Sonstige,3.5
Hamburg,1982,1982-06-06,77.8,Sonstige,1.5
Hamburg,1982,1982-12-19,84,Sonstige,0.7
Hamburg,1986,1986-11-09,77.8,Sonstige,1.2
Hamburg,1987,1987-05-17,79.5,Sonstige,1
Hamburg,1991,1991-06-02,66.1,Sonstige,3.8
Hamburg,1993,1993-09-19,69.6,Sonstige,16.9
Hamburg,1997,1997-09-21,68.7,Sonstige,15
Hamburg,2001,2001-09-23,71,Sonstige,23.2
Hamburg,2004,2004-02-29,68.7,Sonstige,7.2
Hamburg,2008,2008-02-24,63.5,Sonstige,2.5
Hamburg,2011,2011-02-20,57.3,Sonstige,5.4
Hamburg,2015,2015-02-15,56.5,Sonstige,10.3
Niedersachsen,1947,1947-02-20,65.1,Sonstige,27.9
Niedersachsen,1951,1951-05-06,75.8,Sonstige,34.3
Niedersachsen,1955,1955-04-24,77.5,Sonstige,30.3
Niedersachsen,1959,1959-04-19,78,Sonstige,24.5
Niedersachsen,1963,1963-05-19,76.9,Sonstige,8.6
Niedersachsen,1967,1967-06-04,75.8,Sonstige,8.3
Niedersachsen,1970,1970-06-14,76.7,Sonstige,3.6
Niedersachsen,1974,1974-06-09,84.4,Sonstige,1.1
Niedersachsen,1978,1978-06-04,78.5,Sonstige,1
Niedersachsen,1982,1982-03-21,77.7,Sonstige,0.4
Niedersachsen,1986,1986-06-15,77.3,Sonstige,0.5
Niedersachsen,1990,1990-05-13,74.6,Sonstige,2.3
Niedersachsen,1994,1994-03-13,73.8,Sonstige,7.5
Niedersachsen,1998,1998-03-01,73.8,Sonstige,4.3
Niedersachsen,2003,2003-02-02,67,Sonstige,2.1
Niedersachsen,2008,2008-01-27,57.1,Sonstige,3.9
Niedersachsen,2013,2013-01-20,59.4,Sonstige,4.7
Niedersachsen,2017,2017-10-15,63.1,Sonstige,8.7
Bremen,1947,1947-10-12,67.8,Sonstige,31.8
Bremen,1951,1951-10-07,83.3,Sonstige,40.1
Bremen,1955,1955-10-09,84,Sonstige,25.7
Bremen,1959,1959-10-11,79.2,Sonstige,23.2
Bremen,1963,1963-09-29,76.1,Sonstige,8
Bremen,1967,1967-10-01,77,Sonstige,14
Bremen,1971,1971-10-10,80,Sonstige,6
Bremen,1975,1975-09-28,82.2,Sonstige,4.5
Bremen,1979,1979-10-07,78.5,Sonstige,2.9
Bremen,1983,1983-09-25,79.7,Sonstige,5.4
Bremen,1987,1987-09-13,75.6,Sonstige,4.9
Bremen,1991,1991-09-29,72.2,Sonstige,9.6
Bremen,1995,1995-05-14,68.6,Sonstige,15.1
Bremen,1999,1999-06-06,60.1,Sonstige,6
Bremen,2003,2003-05-25,61.3,Sonstige,9.2
Bremen,2007,2007-05-13,57.5,Sonstige,6.8
Bremen,2011,2011-05-22,55.5,Sonstige,10.5
Bremen,2015,2015-05-10,50.2,Sonstige,13.6
Bremen,2019,2019-05-26,64.1,Sonstige,7.6
Brandenburg,1990,1990-10-14,67.1,Sonstige,3.1
Brandenburg,1994,1994-09-11,56.3,Sonstige,3.4
Brandenburg,1999,1999-09-05,54.3,Sonstige,7.1
Brandenburg,2004,2004-09-19,56.4,Sonstige,13.8
Brandenburg,2009,2009-09-27,67,Sonstige,7.1
Brandenburg,2014,2014-09-14,47.9,Sonstige,18.8
Brandenburg,2019,2019-09-01,61.3,Sonstige,9.1
Sachsen-Anhalt,1990,1990-10-14,65.1,Sonstige,4.2
Sachsen-Anhalt,1994,1994-06-26,54.8,Sonstige,3
Sachsen-Anhalt,1998,1998-04-26,71.5,Sonstige,15.1
Sachsen-Anhalt,2002,2002-04-21,56.5,Sonstige,7
Sachsen-Anhalt,2006,2006-03-26,44.4,Sonstige,8
Sachsen-Anhalt,2011,2011-03-20,51.2,Sonstige,11.4
Sachsen-Anhalt,2016,2016-03-13,61.1,Sonstige,33.2
Berlin,1946,1946-10-20,92.3,Sonstige,0
Berlin,1948,1948-12-05,86.3,Sonstige,0
Berlin,1950,1950-12-03,90.4,Sonstige,7.5
Berlin,1954,1954-12-05,91.8,Sonstige,9.5
Berlin,1958,1958-12-07,92.9,Sonstige,3.9
Berlin,1963,1963-02-17,89.9,Sonstige,0
Berlin,1967,1967-03-12,86.2,Sonstige,1
Berlin,1971,1971-03-14,88.9,Sonstige,0.7
Berlin,1975,1975-03-02,87.8,Sonstige,4.6
Berlin,1979,1979-03-18,85.4,Sonstige,0
Berlin,1981,1981-05-10,85.3,Sonstige,0.3
Berlin,1985,1985-03-10,83.6,Sonstige,1.5
Berlin,1989,1989-01-29,79.6,Sonstige,8.7
Berlin,1990,1990-12-02,80.8,Sonstige,3.6
Berlin,1995,1995-10-22,68.6,Sonstige,8.7
Berlin,1999,1999-10-10,65.5,Sonstige,7
Berlin,2001,2001-10-21,68.1,Sonstige,4.9
Berlin,2006,2006-09-17,58,Sonstige,13.8
Berlin,2011,2011-09-18,60.2,Sonstige,17.3
Berlin,2016,2016-09-18,66.9,Sonstige,23.3
Nordrhein-Westfalen,1947,1947-04-20,67.3,Sonstige,24.5
Nordrhein-Westfalen,1950,1950-06-18,72.3,Sonstige,18.7
Nordrhein-Westfalen,1954,1954-06-27,72.6,Sonstige,12.7
Nordrhein-Westfalen,1958,1958-07-06,76.6,Sonstige,3.2
Nordrhein-Westfalen,1962,1962-07-08,73.4,Sonstige,3.5
Nordrhein-Westfalen,1966,1966-07-10,76.5,Sonstige,0.3
Nordrhein-Westfalen,1970,1970-06-14,73.5,Sonstige,2.1
Nordrhein-Westfalen,1975,1975-05-04,86.1,Sonstige,1.1
Nordrhein-Westfalen,1980,1980-05-11,80,Sonstige,0.6
Nordrhein-Westfalen,1985,1985-05-12,75.2,Sonstige,0.8
Nordrhein-Westfalen,1990,1990-05-13,71.8,Sonstige,2.5
Nordrhein-Westfalen,1995,1995-05-14,64,Sonstige,2.3
Nordrhein-Westfalen,2000,2000-05-14,56.7,Sonstige,2.2
Nordrhein-Westfalen,2005,2005-05-22,63,Sonstige,4.8
Nordrhein-Westfalen,2010,2010-05-09,59.3,Sonstige,6.5
Nordrhein-Westfalen,2012,2012-05-13,59.6,Sonstige,12.2
Nordrhein-Westfalen,2017,2017-05-14,65.2,Sonstige,11.9
Sachsen,1990,1990-10-14,72.8,Sonstige,6
Sachsen,1994,1994-09-11,58.4,Sonstige,3
Sachsen,1999,1999-09-19,61.1,Sonstige,6.5
Sachsen,2004,2004-09-19,59.6,Sonstige,14.5
Sachsen,2009,2009-08-30,52.2,Sonstige,12.4
Sachsen,2014,2014-08-31,49.1,Sonstige,19.8
Sachsen,2019,2019-09-01,66.6,Sonstige,9.2
Hessen,1946,1946-12-01,73.2,Sonstige,10.6
Hessen,1950,1950-11-19,64.9,Sonstige,5
Hessen,1954,1954-11-28,82.4,Sonstige,12.8
Hessen,1958,1958-11-23,82.3,Sonstige,11.6
Hessen,1962,1962-11-11,77.7,Sonstige,9
Hessen,1966,1966-11-06,81,Sonstige,12.2
Hessen,1970,1970-11-08,82.8,Sonstige,4.3
Hessen,1974,1974-10-27,84.8,Sonstige,2.1
Hessen,1978,1978-10-08,87.7,Sonstige,2
Hessen,1982,1982-09-26,86.4,Sonstige,0.5
Hessen,1983,1983-09-25,83.5,Sonstige,0.9
Hessen,1987,1987-04-05,80.3,Sonstige,0.5
Hessen,1991,1991-01-20,70.8,Sonstige,2.8
Hessen,1995,1995-02-19,66.3,Sonstige,4.2
Hessen,1999,1999-02-07,66.4,Sonstige,4.9
Hessen,2003,2003-02-02,64.6,Sonstige,4.1
Hessen,2008,2008-01-27,64.3,Sonstige,4.5
Hessen,2009,2009-01-18,61,Sonstige,3.8
Hessen,2013,2013-09-22,73.2,Sonstige,9.7
Hessen,2018,2018-10-28,67.3,Sonstige,6.5
Thüringen,1990,1990-10-14,71.7,Sonstige,6.3
Thüringen,1994,1994-10-16,74.8,Sonstige,3.5
Thüringen,1999,1999-09-12,59.9,Sonstige,6.2
Thüringen,2004,2004-06-13,53.8,Sonstige,8.3
Thüringen,2009,2009-08-30,56.2,Sonstige,9.9
Thüringen,2014,2014-09-14,52.7,Sonstige,17.7
Thüringen,2019,2019-10-27,64.9,Sonstige,5.5
Rheinland-Pfalz,1947,1947-05-18,77.9,Sonstige,8.7
Rheinland-Pfalz,1951,1951-04-29,74.8,Sonstige,10.1
Rheinland-Pfalz,1955,1955-05-15,76,Sonstige,8.8
Rheinland-Pfalz,1959,1959-04-19,77.2,Sonstige,7
Rheinland-Pfalz,1963,1963-03-31,75.5,Sonstige,4.8
Rheinland-Pfalz,1967,1967-04-23,78.5,Sonstige,9.2
Rheinland-Pfalz,1971,1971-03-21,79.4,Sonstige,3.6
Rheinland-Pfalz,1975,1975-03-09,80.8,Sonstige,2
Rheinland-Pfalz,1979,1979-03-18,81.4,Sonstige,1.2
Rheinland-Pfalz,1983,1983-03-06,90.4,Sonstige,0.5
Rheinland-Pfalz,1987,1987-05-17,77,Sonstige,2.9
Rheinland-Pfalz,1991,1991-04-21,73.9,Sonstige,3.1
Rheinland-Pfalz,1996,1996-03-24,70.8,Sonstige,5.7
Rheinland-Pfalz,2001,2001-03-25,62.1,Sonstige,7
Rheinland-Pfalz,2006,2006-03-26,58.2,Sonstige,9
Rheinland-Pfalz,2011,2011-03-27,61.8,Sonstige,6.5
Rheinland-Pfalz,2016,2016-03-13,70.4,Sonstige,17.7
Bayern,1946,1946-12-01,75.7,Sonstige,13.4
Bayern,1950,1950-11-26,79.9,Sonstige,37.5
Bayern,1954,1954-11-28,82.4,Sonstige,26.7
Bayern,1958,1958-11-23,76.6,Sonstige,18
Bayern,1962,1962-11-25,76.5,Sonstige,11.3
Bayern,1966,1966-11-20,80.6,Sonstige,11
Bayern,1970,1970-11-20,79.5,Sonstige,4.7
Bayern,1974,1974-10-27,77.7,Sonstige,2.5
Bayern,1978,1978-10-15,76.6,Sonstige,1.5
Bayern,1982,1982-10-10,78,Sonstige,1.7
Bayern,1986,1986-10-12,70.1,Sonstige,5.4
Bayern,1990,1990-10-14,65.9,Sonstige,7.5
Bayern,1994,1994-09-25,67.8,Sonstige,8.3
Bayern,1998,1998-09-13,69.8,Sonstige,11
Bayern,2003,2003-09-21,57.1,Sonstige,9.4
Bayern,2008,2008-09-28,57.9,Sonstige,16.2
Bayern,2013,2013-09-15,63.6,Sonstige,17.7
Bayern,2018,2018-10-14,72.4,Sonstige,27.2
Baden-Württemberg,1952,1952-03-09,63.7,Sonstige,18
Baden-Württemberg,1956,1956-03-04,70.3,Sonstige,21.9
Baden-Württemberg,1960,1960-05-15,59,Sonstige,8.4
Baden-Württemberg,1964,1964-04-26,67.7,Sonstige,3.4
Baden-Württemberg,1968,1968-04-28,70.7,Sonstige,12.4
Baden-Württemberg,1972,1972-04-23,80,Sonstige,0.6
Baden-Württemberg,1976,1976-04-04,75.5,Sonstige,2.2
Baden-Württemberg,1980,1980-03-16,72,Sonstige,0.5
Baden-Württemberg,1984,1984-03-25,71.2,Sonstige,0.5
Baden-Württemberg,1988,1988-03-20,71.8,Sonstige,5.2
Baden-Württemberg,1992,1992-04-05,70.1,Sonstige,15.6
Baden-Württemberg,1996,1996-03-24,67.6,Sonstige,11.9
Baden-Württemberg,2001,2001-03-25,62.6,Sonstige,6.1
Baden-Württemberg,2006,2006-03-26,53.4,Sonstige,8.2
Baden-Württemberg,2011,2011-03-27,66.3,Sonstige,5.6
Baden-Württemberg,2016,2016-03-13,70.4,Sonstige,18.8
Saarland,1955,1955-12-18,90.3,Sonstige,36.1
Saarland,1960,1960-12-04,79.1,Sonstige,19.6
Saarland,1965,1965-06-27,81.8,Sonstige,8.3
Saarland,1970,1970-06-14,83.1,Sonstige,7
Saarland,1975,1975-05-04,88.8,Sonstige,1.7
Saarland,1980,1980-04-27,85,Sonstige,0.8
Saarland,1985,1985-03-10,85,Sonstige,1
Saarland,1990,1990-01-28,83.2,Sonstige,4
Saarland,1994,1994-10-16,83.5,Sonstige,4.4
Saarland,1999,1999-09-05,68.7,Sonstige,3.6
Saarland,2004,2004-09-05,55.5,Sonstige,8.6
Saarland,2009,2009-08-30,67.6,Sonstige,4.6
Saarland,2012,2012-03-25,61.6,Sonstige,11.9
Saarland,2017,2017-03-26,69.7,Sonstige,9.6
Bund,1949,1949-08-14,78.5,Sonstige,27.9
Bund,1953,1953-09-06,86,Sonstige,16.5
Bund,1957,1957-09-15,87.8,Sonstige,10.3
Bund,1961,1961-09-17,87.7,Sonstige,5.7
Bund,1965,1965-09-19,86.8,Sonstige,3.6
Bund,1969,1969-09-28,86.7,Sonstige,5.4
Bund,1972,1972-11-19,91.1,Sonstige,0.9
Bund,1976,1976-10-03,90.7,Sonstige,0.9
Bund,1980,1980-10-05,88.6,Sonstige,0.5
Bund,1983,1983-03-06,89.1,Sonstige,0.4
Bund,1987,1987-01-25,84.3,Sonstige,1.3
Bund,1990,1990-12-02,77.8,Sonstige,1.3
Bund,1994,1994-10-16,79,Sonstige,3.6
Bund,1998,1998-09-27,82.2,Sonstige,6
Bund,2002,2002-09-22,79.1,Sonstige,3
Bund,2005,2005-09-18,77.7,Sonstige,4
Bund,2009,2009-09-27,70.8,Sonstige,6
Bund,2013,2013-09-22,71.5,Sonstige,11
Bund,2017,2017-09-24,76.2,Sonstige,17.8
Europa,1979,1979-06-10,66,Sonstige,0.8
Europa,1984,1984-06-17,57,Sonstige,3.7
Europa,1989,1989-06-18,62,Sonstige,10.9
Europa,1994,1994-06-12,60,Sonstige,10.1
Europa,1999,1999-06-13,45.2,Sonstige,5.39999999999999
Europa,2004,2004-06-13,43,Sonstige,9.90000000000001
Europa,2009,2009-06-07,43.3,Sonstige,10.7
Europa,2014,2014-05-25,48,Sonstige,8.8
Europa,2019,2019-05-26,61.4,Sonstige,12.9
